experience_type,emotion_type,problem_type,situation,speaker,strategy,feedback,content
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Affirmation and Reassurance,,That is not why he left.  He left for a reason that was of his own fault.
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,,"No. He was just doing what males do. He can't help it.
"
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Questions,,do you really want to be with a guy who left you for that?
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Questions,,Is that who you want as your future husband?
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,3,But he was so amazing. I really didn't deserve him.
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Affirmation and Reassurance,,"No, HE DID NOT DESERVE YOU!!"
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,,"Stop yelling at me! It
"
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,,"It's making me scared!
"
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Affirmation and Reassurance,,"That was not yelling, that was letting you know that it is not your fault"
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,1,I find it hard to trust people and I'm not sure I can trust your opinions.
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Self-disclosure,,"So many people, including myself have been through things like this.  "
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,,You had someone leave you because you wouldn't give them your virginity?
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Self-disclosure,,"not for that reason, but for not giving them what they need.  I thought it was my fault.  Then I realized that no matter what I did, it was never going to work, because it has her, not me."
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Other,,you have to have more confident in yourself
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,3,"That's much easier said than done.
"
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,,"I don't know how to find confidence.
"
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Other,,I would recommened seeing a therapist  They can really help you
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,speaker,,,I can't afford a therapist. They are so expensive.
Previous Experience,shame,breakup with partner,My partner left me after he cheated on me.,listener,Questions,,Then how about a support group?
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Questions,,Hello. How do you do?
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,,"Hi there I'm feeling really sad. I can't get out of bed. 
"
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Restatement or Paraphrasing,,You seem like you need a help.
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,2,I feel like I just need someone to talk to. I confided in my nana and now she is gone. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Affirmation and Reassurance,,"That's really hard. I do often fight, but the love & care doesn't fade."
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,,I wish people could understand how I am feeling. I can't even manage to go to work. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Reflection of feelings,,I feel the same way. But you need sometime to get divert. So think about something 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,4,I'm looking for some helpful tips. What should I do to deal with my grief?
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Reflection of feelings,,Think about your best moment of life. A happy moment which recalls the happiness. I think more about my favorite hobbies to get away from grief's. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,,Those are good suggestions. I just miss her so much. I wish I could just get out of bed. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Other,,In general missing people brings more love towards them. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,4,"Yes, that's true. Maybe I'll try to take a shower today. "
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Providing Suggestions,,That might help you to come out of little stress.
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,,My nana wouldn't want me to be so down. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,,"Okay I feel a little better. Thanks for listening. 
"
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Providing Suggestions,,Then don't be down. Grab a phone & speak to your nana. Just a suggestion
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,1,"My nana passed away, that's why I'm so sad : ( "
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,,That's not great advice : ( 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,,I'm going to go now. Have a good day. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Reflection of feelings,,Sorry to hear this. 
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,listener,Reflection of feelings,,Have a great day.
Current Experience,sadness,ongoing depression,My nana passed away last month and we were really close,speaker,,3,Can you respond a little quicker? I have other things to do and I just wanted a little support. 
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,Hello
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Questions,,"Hello, how are you?"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,I'm ok. Am a bit stressed about work
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Questions,,Can you tell me more about it?
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,4,"Sure. Unfortunately, my company is downsizing."
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"My department hasn't been reorganized yet, but related departments have been, so it's defintely coming."
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"Overall, about 30% of company will be laid-off. Am worried about losing my job soon."
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Reflection of feelings,,"I understand how you feel, it's scary knowing it's gonna happen and have to worry if you'll be among them"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"It's also been a more stressful time given that everyone is being reorganized. Our workloads aren't very sustainability, yet folks are pressured to continued to meet unrealistic deadlines in the midst of all this."
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Questions,,Is there any reason for you to believe you'd be fired?
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,3,There hasn't been much order to the other departments' layoffs. It does seem a bit random.
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"So while I think my performance and job function are ""safe"", prior actions have left me worried.
"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Self-disclosure,,"What I want to suggest you is, I know it's hard to say ""what come will come"" and stop worry, however, being in similar situations myself before, I realized there's no point worrying about what hasn't happened. It stresses you out but doesn't make anything better"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Other,,"so go on with your life as usual, do your best at work now to prove your value instead of worrying"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,2,"While I understand and agree, it's hard to put that in practice!"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Affirmation and Reassurance,,"I know, that's why start little by little, nothing changes if we don't take the first step"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Other,,"Start by distracting yourself with work and any hobbies you have. Then when you have time, look around for opening jobs , that way you can feel safe knowing you have backup plan"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,2,"I think that's easier said than done!
"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"Do you have specific examples of how to do that?
"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Self-disclosure,,"I was like that before, I worry a lot. I still do now, however, anytime I start thinking that way, I ask myself ""Does this help me at all?""""Will this change the predetermined outcome?"". Then I understand I need a more practical approach to my problems"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"I hear that,, but it doesn't work for me. I'm not able to just ""ignore"" the stressor. Especially with something that bleeds into my personal life
."
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Questions,,Have you considered seeking professional help?
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,4,"I've tried to find a therapist, but none of the ones in my network are accepting new patients. Unfortunatley."
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Self-disclosure,,That's really unfortunate.Do you have anyone that you can talk to about this? Many times I find that being able to share your problems with someone can be very helpful
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"I'm able to talk with my partner, but talking only does so much! It's really not helping with day-to-day workdays. They're pretty miserable."
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,listener,Affirmation and Reassurance,,"I think your best option is to start looking for jobs if you don't feel very secure here. Who knows, you might even find a better place before they make any decision regarding your department"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,3,"Yeah but it's been tough to job hunt with the hours i'm having to put in. 2 of my teams have lost 50% of their team members- but we still have 100% of the workload. So work has been extra stresfful to meet those demands.
"
Previous Experience,anxiety,job crisis,My company is currently downsizing and i'm considered about losing my job.,speaker,,,"I do need to leave, but appreaciate the chat!
"
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,,"hello?
"
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Questions,,Hello. What is going on? 
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,,"I'm just having a lot of suicidal thoughts and feel like i have hit a wall, treatment-wise. I don't feel there's anyone i can talk to about this."
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Providing Suggestions,,I understand. You're not feeling that your treatment is working and therefore you're struggling with some negative feelings. Since you're feeling like that your treatment hasn't been effective I would go talk to your treating source and see what other options are available to you. 
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,2,"I mean, I had shock therapy. Literal shock therapy. I can't imagine there are many options beyond that."
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Other,,That's why you do need to find someone whether its with you are being treated by at this time or someone else. Sometime's a second opinion can be beneficial. 
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,,"Yeah, I get that. But it's saturday night. How do I get through the next day? The next hour?"
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Information,,There's a number of groups that provide service 24/7. 
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,2,Ugh. The local crisis line is garbage. And the national hotline is not much better..
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Information,,Not talking about local crisis lines or national ones. There's different apps that provide service. 
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,,Like what?
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Other,,"Don't know the actual name yet they're easy to find if you search for them. 
"
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,1,"Oh. 
"
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,,"I know you're not an actual peer-support specialist, but, fyi, that is super unhelpful."
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Reflection of feelings,,Sorry if you feel that I was unhelpful. I know you're going through things so I'm not going to take it personally. My only other two suggestions that I have for you would be to watch videos that you might find inspiring or reach out to someone you know that you feel comfortable sharing your feelings and where you feel safe. 
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,,"I have been watching stuff; it helps sometimes, but it's not a panacea. I don't feel like  I have anyone I can talk to. Partly that is my own doing. I push people away. I feel like my illness burdens them."
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Self-disclosure,,"I've often felt that way too. Yet I found that there are several people who will. 
"
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,3,"I don't know. I've isolated myself pretty thouroughly. I mean, I have my partner, who I live with, but he doesn't need my crap, you know? Like, he's got enough to deal with, keeping us afloat. "
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Reflection of feelings,,"It's understandable to feel that way. It can feel like a lot to hand off to someone like your partner. Yet it might be exactly what is needed for you so your partner has a better understanding of what is going on with you. 
"
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,,"I supposed that's true. I just hate to have to tell him that yet another treatment has failed, and I'm right back where I started. Especially after the last treatment took 6 weeks, and he had to drive me back and forth to the hospital 2x a week, and lose 2 whole days a week, sitting around, ,waiting for me to get out of recovery, so he could drive me home. I feel like I have already asked so much of him, and it's not fair for me to ask any more."
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",listener,Questions,,If the situations were reversed how would you feel if your partner came to you with how they're feeling and needed your help? 
Current Experience,depression,ongoing depression,"I recently underwent electroconvulsive therapy to alleviate my life-long depression.It worked very well, but it has only been 2 months, and the effects have already worn off.I am experiencing suicidal thoughts again and don't know what to do next.",speaker,,5,I would drop everything to help him. But i still feel guilty asking for help.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,,"Hello, how's your day going?
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Information,,"HI
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Restatement or Paraphrasing,,"WELL
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,3,"That's good to hear. Can't say the same for me.
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Providing Suggestions,,"WHY?
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,,"Due to this pandemic, I fear for my job. It has caused me stress and anxiety. "
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Reflection of feelings,,WHAT IS THE PROBLEM?
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,1,"I think I might lose my job due to the lock down in my area.
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Reflection of feelings,,OHH! I WAS VERY BAD NEWS. I REALLY WORRIED IT.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,,"Is there a lock down in your area?
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Restatement or Paraphrasing,,YES. THERE IS A LOCK DOWN IN MY AREA.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,1,"Sorry to hear. If I lose my job, I feel like my financial situation will get worse, and I don't know what to do."
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Reflection of feelings,,I NEED YOUR FRIENDSHIP
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Reflection of feelings,,DON'T WORRY. YOU CAN DO IT WELL.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,3,"To is thoughtful of you, but I really need some guidance. I doubt my situation will get any better.
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Restatement or Paraphrasing,,"IF YOU WORK HARD AT THE TIME, YOU WILL GET WELL CONDITION SOON."
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,,"I don't know about that. I feel stressed and hopeless.
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Reflection of feelings,,DON'T FEEL ABOUT ANYTHING. THE TIME WILL SOON WELL.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,3,I don't think so. I feel like this pandemic will last for a long time. My job security is up in the air. My firm has cut 15% already. I'm really scared.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Reflection of feelings,,YOU CAN WATCH TV. SHARE YOUR FEELING IN YOUR FRIENDS.IT WILL GET SOON WELL.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,,"What TV show do you recommend?
"
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,listener,Restatement or Paraphrasing,,OK BYE. I WILL SEE NEXT TIME.
Current Experience,anxiety,job crisis,Job security is causing my anxiety and stress.My firm is cutting people left and right.I fear for my job.,speaker,,3,"Thanks again for your positive vibes.
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,Hello there. My friend and I recently decided to mess around one night. I discovered a big bump on his penis and he didn't even mention it to me!
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Reflection of feelings,,Maybe it's something he doesn't feel comfortable talking about?
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"Needless to say I was infuriated that he let me mess around with him and he could possibly have contracted something or worse spread it! 
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Questions,,Did you confront him about it?
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,2,If he knew that he had a big bump on his genitals shouldnt he have told me? 
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"I've had some issues with trusting him. 
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Questions,,Did you touch it other than with your hands?
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"he put it right up to my lips!
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"The problem is that he should have told me about it! Turns out it's just a cebacouos cyst
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"but... 
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Other,,I hope you sanitized your lips and surrounding area after that
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,5,"what would you think about being involved sexually next time? lol

"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Reflection of feelings,,"Ah I understand how you feel, he didn't respect you at all"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"He's a chronic masturbator but not an actual cheater. So it shocked me.
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"His brother called me a cunt recently
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Other,,I don't think you need to cheat to contract something. 
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,3,"and he didnt stand up for me
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Other,,"Maybe you should keep distant from him and those around, they seem to not respect you"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"It makes me really pissed to see someone with so little balls
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Reflection of feelings,,I understand your frustration. I think you should stop hanging out with him and his brother 
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,4,The problem is that he has been a part of my life for a long time. He has his good qualities but his family sucks.
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Other,,"if your friendship is important to you. You should be honest with him, tell him what you think and expect"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,What if he is a better person not around these people?
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,"I will do just that! Have you ever had anything like that happen to you?
"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Affirmation and Reassurance,,"he might not realize the problems, you need to point it out to him. Give him the benefit of doubt, if after pointing out, nothing changes then it's time to stop being friends"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Self-disclosure,,I'm lucky enough to have never run into stuff like that
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,5,Where are you from?
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Self-disclosure,,The US
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,How long have you been using this site? Are you a real person or a bot? I am actually curious if people use this site for porn related activity. My friend. is on here.. constantly.
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Affirmation and Reassurance,,"I've been on here more than a year and no, I believe there is no porn related here"
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,4,Have you ever tried to sign up for any of the online studies with the universities? Like the behavioral studies etc. 
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",listener,Self-disclosure,,I'm done with school long ago
Previous Experience,disgust,problems with friends,"My friend of many years and i decide to mess around the other day, when i reached down to take his pants off he struggled to let me do what i wanted, when i did actually get his penis out.... it had a huge bump on it!",speaker,,,I mean to join in to focus groups and add data. for money? like surveys but sessions instead. studies.. 
